Title,Date,Location,Text,URL,SourceFile,RightWingRelated,KeywordMatch,ExtractedDate,ExtractedTime,ExtractedAge,ExtractedGender,ExtractedAction,KeywordExtracted,Topic
Auseinandersetzung nach Urinieren in der Öffentlichkeit,07.02.2025,Mitte,"Nr. 0340
Zur Lageberuhigung und Absicherung der polizeilichen Maßnahmen mussten gestern Abend in der Spitze rund 40 Einsatzkräfte in Gesundbrunnen einschreiten. Nach bisherigen Erkenntnissen soll ein 34-Jähriger gegen 19 Uhr vor einem Imbiss auf den Gehweg der Behmstraße uriniert haben. Aufgrund dessen soll ein 21-Jähriger den Imbiss verlassen und den 34-Jährigen auf sein Handeln angesprochen haben. Dazu kamen vier Bekannte des 34-Jährigen und es soll zunächst ein verbaler Streit entbrannt sein. Kurze Zeit später sollen die Fünf begonnen haben, den 21-Jährigen zu schubsen, der daraufhin in den Imbiss zurückgeflüchtet sein soll. Das Quintett soll hinterhergestürmt und den jungen Mann dort weiter geschubst haben. Um sich zu verteidigen, soll der 21-Jährige dem 34-Jährigen dabei ins Gesicht geschlagen haben. Im Anschluss verlagerte sich die Auseinandersetzung wieder nach draußen vor den Imbiss. Dort sollen die Fünf auf den 21-Jährigen eingeschlagen haben. Alarmierte
    Einsatzkräfte stoppten die Auseinandersetzung und nahmen die Angreifer fest. Während der Sachverhaltsaufnahme sammelten sich bis zu 15 emotionalisierte Angehörige und Bekannte des 21-Jährigen am Ort. Einer der Angreifer, ein 43-Jähriger, äußerte sich während der Sachverhaltsaufnahme zudem rassistisch. Einsatzkräften brachten ihn, den 34-Jährigen und einen weiteren Tatverdächtigen, einen 31-Jährigen, in ein Polizeigewahrsam. Dort wurden sie nach durchgeführten Blutentnahmen sowie erkennungsdienstlichen Maßnahmen später wieder entlassen. Die weiteren Ermittlungen führt das Fachkommissariat der Polizeidirektion 1 (Nord).",https://www.berlin.de/polizei/polizeimeldungen/2025/pressemitteilung.1529341.php,berlin_police_results.csv,True,['rassistisch'],07.02.2025,['19'],"['34', '21', '34', '34', '21', '21', '34', '21', '21', '43', '34', '31']",['mann'],"['schlagen', 'schubsen']",['rassistisch'],
Kinder fremdenfeindlich beleidigt,07.02.2025,Marzahn-Hellersdorf,"Nr. 0338
Zwei Zeuginnen riefen gestern Nachmittag die Polizei nach Marzahn. Die 27- und 36-jährigen Frauen gaben an, gegen 16 Uhr auf dem Vorplatz eines Einkaufszentrums in der Marzahner Promenade unterwegs gewesen zu sein. Dort beobachteten sie zwei Männer und einen Jugendlichen, die von einem Jungen begleitet wurden. Die beiden Männer sollen gegenüber vier zwölfjährigen Mädchen Geräusche eines Affen imitiert haben und gerufen haben, dass Ausländer raus sollen. Eine Unbekannte soll die Männer zur Ruhe ermahnt haben, woraufhin alle vier in das Einkaufszentrum flüchteten. Die alarmierten Einsatzkräfte trafen am Ort keinen der Männer an. Die weiteren Ermittlungen hat der Polizeiliche Staatsschutz des Landeskriminalamtes übernommen.",https://www.berlin.de/polizei/polizeimeldungen/2025/pressemitteilung.1529290.php,berlin_police_results.csv,True,['fremdenfeindlich'],07.02.2025,['16'],['36'],['mädchen'],[],['fremdenfeindlich'],
Ehepaar fremdenfeindlich und rassistisch beleidigt,06.02.2025,Pankow,"Nr. 0333
Ein Ehepaar rief die Polizei gestern Mittag nach Rosenthal. Der 25-jährige Mann und die 24-jährige Frau gaben an, gegen 13:50 Uhr mit ihrem Kind auf dem Weg zu ihrem in der Kirchstraße geparkten Auto gewesen zu sein. Von einem Wohnwagen auf einem Grundstück in der Kirchstraße aus soll eine Frau die junge Familie fremdenfeindlich und rassistisch beleidigt haben. Die Einsatzkräfte trafen am Ort im Wohnwagen niemanden an. Die weitere Bearbeitung der Strafanzeige wegen Beleidigung auf rassistischer Grundlage hat der Polizeiliche Staatsschutz des Landeskriminalamtes übernommen.",https://www.berlin.de/polizei/polizeimeldungen/2025/pressemitteilung.1528899.php,berlin_police_results.csv,True,"['fremdenfeindlich', 'rassistisch']",06.02.2025,['13:50'],"['25', '24']","['mann', 'frau', 'frau', 'junge']",['beleidigung'],"['rassistisch', 'rassistischer', 'fremdenfeindlich']",
Wahlhelfer angegriffen,05.02.2025,Tempelhof-Schöneberg,"Nr. 0327
Heute Morgen kam es in Tempelhof zu zwei Angriffen auf Wahlhelfer einer Partei. Nach dem bisherigen Ermittlungsstand soll ein unbekannter Mann gegen 7.55 Uhr vor einem Eingang des U-Bahnhofs Ullsteinstraße am Tempelhofer Damm auf einen Flyer eines 26-jährigen Wahlhelfers gespuckt und den Mann homophob beleidigt und bedroht haben. Anschließend soll der Tatverdächtige in Richtung Hafencenter geflüchtet sein. Wenige Minuten später soll am selben U-Bahnhof ein 41-jähriger Wahlhelfer derselben Partei ebenfalls von einem unbekannten Mann beleidigt worden sein. Außerdem soll der Unbekannte dem Mann ins Gesicht und ihm anschließend dessen Flyer aus der Hand geschlagen haben. Dann soll er ebenfalls in Richtung Hafencenter geflüchtet sein. Die weiteren Ermittlungen, insbesondere zur Frage, inwiefern beide Sachverhalte miteinander zusammenhängen könnten, hat der Polizeiliche Staatsschutz des Landeskriminalamtes übernommen.",https://www.berlin.de/polizei/polizeimeldungen/2025/pressemitteilung.1528558.php,berlin_police_results.csv,True,['homophobie'],05.02.2025,['7.55'],"['26', '41']","['mann', 'mann', 'mann', 'mann']","['angriff', 'schlagen']",['homophob'],
Maßnahmen zum Schutz einer politischen Veranstaltung,04.02.2025,Steglitz-Zehlendorf,"Nr. 0311
Gestern Abend war die Polizei Berlin in Dahlem mit insgesamt circa 100 Einsatzkräften zum Schutz einer Veranstaltung eines Kreisverbandes einer politischen Partei zum Thema Asylrecht und Migrationspolitik im Einsatz. Diese war vom Veranstalter für die Zeit 19 bis 21 Uhr angezeigt worden. Bereits in der Nacht vom 2. zum 3. Februar war es an dem Lokal in der Königin-Luise-Straße zu einer Sachbeschädigung durch Farbschmierereien mit politischem Hintergrund gekommen. Gegen 18:10 Uhr wurde ein Mann, der mutmaßlich auf dem Weg zum Lokal war, überprüft und des Platzes verwiesen. Einer weiteren, fünfköpfigen Personengruppe verwehrten die Einsatzkräfte gegen 18:30 Uhr den Zutritt zum Lokal und überprüften die Personalien. Gegen 18:40 Uhr meldete eine Person spontan am Ort eine Versammlung mit dem Thema „Gegen rassistische Abschiebepolitik“ an. Am zugewiesenen Veranstaltungsort an der Königin-Luise-Straße Ecke Fabeckstraße versammelten sich dann in der Spitze 60
    Teilnehmende mit themenbezogenen Transparenten und skandierten Sprechchöre. Eine Gruppe vermummter Versammlungsteilnehmender lief unvermittelt los und versuchte, die Polizeikette zu durchbrechen und zum Lokal zu gelangen, wurde jedoch von den Einsatzkräften am Eindringen gehindert. Dabei setzen die Einsatzkräfte körperlichen Zwang und Reizgas ein. Elf Polizeikräfte erlitten dadurch Augen- und Atemwegsreizungen, verblieben aber im Dienst. Ob auch Kundgebungsteilnehmende verletzt wurden, wurde während des Einsatzes nicht bekannt. Insgesamt wurden zehn Personen zum Zweck der Feststellung ihrer Personalien vorläufig festgenommen und nach Abschluss der polizeilichen Maßnahmen am Ort entlassen. Eine Strafanzeige wegen Landfriedensbruchs wurde gefertigt.",https://www.berlin.de/polizei/polizeimeldungen/2025/pressemitteilung.1527845.php,berlin_police_results.csv,True,"['rassistisch', 'mit politischem hintergrund']",04.02.2025,"['21', '18:10', '18:30', '18:40']",[],['mann'],['versammlung'],"['mit politischem hintergrund', 'rassistische']",
Homophob beleidigt,02.02.2025,Tempelhof-Schöneberg,"Nr. 0305
Eine bisher unbekannt gebliebene Frau und ein bisher unbekannt gebliebener Mann beleidigten gestern Mittag in Steglitz zwei Frauen homophob. Nach derzeitigem Kenntnisstand befanden sich die 26- und 30-jährigen Frauen gegen 12 Uhr in einem Bus der Linie M 85 und küssten sich. Daraufhin wurden sie von einem dahinter sitzenden Mann und einer Frau, die zwei Kinder dabeihatten, mehrfach homophob beleidigt. Zudem bedrängte der Mann die beiden Frauen körperlich, schubste sie und forderte sie auf, den Bus zu verlassen. Auch durch den Rückhalt der anderen Fahrgäste verblieben die 26- und 30-Jährige im Bus, der Mann und die Frau stiegen zusammen mit den Kindern kurz darauf aus. Der Polizeiliche Staatsschutz des Landeskriminalamts Berlin übernimmt die weiteren Ermittlungen.",https://www.berlin.de/polizei/polizeimeldungen/2025/pressemitteilung.1527267.php,berlin_police_results.csv,True,['homophobie'],02.02.2025,['12'],"['30', '30']","['frau', 'mann', 'mann', 'frau', 'mann', 'mann', 'frau']",['schubsen'],['homophob'],
In S-Bahn geschlagen und getreten,01.02.2025,Pankow,"Nr. 0297
Gestern Nachmittag erschien ein 22-Jähriger auf einem Polizeiabschnitt und zeigte eine gefährliche Körperverletzung an. Nach ersten Erkenntnissen habe sich der Mann gegen 17:30 Uhr in der Ringbahn S42 in Richtung Norden befunden, als zwei unbekannte Jugendliche am Bahnhof Ostkreuz zugestiegen seien. Das Duo sprach den Mann auf einen antirassistischen Aufkleber, welcher sich auf seinem Rucksack befand, an und forderte ihn auf, diesen abzumachen. Als er dem nicht nachkam bedrohten die Unbekannten den Mann. Einer der Jugendlichen habe dem 22-Jährigen erst mit der flachen Hand ins Gesicht geschlagen, bevor beide dann nach dem Mann traten. Als die Bahn am Bahnhof Landsberger Allee anhielt sollen die Jugendlichen zudem eine verfassungsfeindliche Parole gerufen und den sogenannten Hitlergruß gezeigt haben, bevor sie in unbekannte Richtung geflüchtet seien. Der Mann blieb unverletzt. Die weiteren Ermittlungen hat der polizeiliche Staatsschutz des Landeskriminalamts übernommen.",https://www.berlin.de/polizei/polizeimeldungen/2025/pressemitteilung.1527250.php,berlin_police_results.csv,True,['hitlergruß'],01.02.2025,['17:30'],"['22', '22']","['mann', 'jugendliche', 'mann', 'mann', 'mann', 'mann']","['schlagen', 'treten', 'körperverletzung']",['hitlergruß'],
Mann in U-Bahn attackiert und verfassungsfeindliche Parole skandiert,01.02.2025,Mitte,"Nr. 0294
Bisher Unbekannte sollen in der vergangenen Nacht einen Mann in einer U-Bahn in Mitte angegriffen haben. Nach bisherigem Kenntnisstand sollen zwei vermummte Männer gegen 22:40 Uhr in einem U-Bahn-Waggon am Bahnhof Klosterstraße einen 25-Jährigen in den Bauch getreten und eine verfassungsfeindliche Geste gezeigt haben. Daraufhin wechselte er zusammen mit seiner Begleiterin in einen anderen Waggon der Bahn. Am U-Bahnhof Senefelderplatz folgten ihm die Angreifer und sollen ihn erneut attackiert haben, indem sie ihm ins Gesicht schlugen. Beide sollen dabei zudem eine verfassungsfeindliche Parole gerufen und sich fremdenfeindlich geäußert haben. Zwei Zeuginnen sollen dazwischen gegangen sein, woraufhin die Angreifer von dem Mann abließen. Anschließend flüchteten sie. Der 25-Jährige erlitt Verletzungen am Kopf, die er zunächst nicht ärztlich behandeln ließ. Die weiteren Ermittlungen hat der Polizeiliche Staatsschutz des Landeskriminalamts übernommen.",https://www.berlin.de/polizei/polizeimeldungen/2025/pressemitteilung.1527248.php,berlin_police_results.csv,True,['fremdenfeindlich'],01.02.2025,['22:40'],"['25', '25']","['mann', 'mann', 'mann']","['schlagen', 'treten']",['fremdenfeindlich'],
Davidsterne an Hauswand geschmiert,29.01.2025,Neukölln,"Nr. 0271
Heute Vormittag nahmen Polizeikräfte in Neukölln eine Sachbeschädigung mit antisemitischen Hintergrund auf. Gegen 9 Uhr alarmierte ein Passant die Polizei in die Böhmische Straße, nachdem er zwei an die Hauswand geschmierte Davidsterne festgestellt hatte. Die Entfernung der Symbole wurde durch die Hausverwaltung veranlasst. Die weiteren Ermittlungen übernimmt der Polizeiliche Staatsschutz des Landeskriminalamts Berlin.",https://www.berlin.de/polizei/polizeimeldungen/2025/pressemitteilung.1526078.php,berlin_police_results.csv,True,['antisemitisch'],29.01.2025,[],[],[],[],['antisemitischen'],
Mutter mit Kindern fremdenfeindlich beleidigt und bedroht,25.01.2025,Mitte,"Nr. 0228
Gestern Vormittag beleidigte und bedrohte eine Seniorin eine Frau und ihre Kinder fremdenfeindlich. Laut Aussagen der Beteiligten brachte eine 31-Jährige gegen 9:20 Uhr ihre Kinder in der Sparrstraße zur Kindertagesstätte. Dort begegneten sie einer 76-Jährigen mit ihrem Hund. Die Kinder wollten den Hund streicheln, was die Seniorin lautstark abgelehnt haben soll. Daraufhin entwickelte sich ein Disput zwischen den Erwachsenen, in dessen Verlauf die 76-Jährige mehrere fremdenfeindliche Beleidigungen und eine Bedrohung gegen die Frau und deren Kinder ausgesprochen haben soll. Die weiteren Ermittlungen führt der Polizeiliche Staatsschutz des Landeskriminalamts Berlin.",https://www.berlin.de/polizei/polizeimeldungen/2025/pressemitteilung.1524652.php,berlin_police_results.csv,True,['fremdenfeindlich'],25.01.2025,['9:20'],"['31', '76', '76']","['frau', 'frau']",['beleidigung'],"['fremdenfeindliche', 'fremdenfeindlich']",
Fahrgast fremdenfeindlich beleidigt,24.01.2025,Marzahn-Hellersdorf,"Nr. 0218
Gestern Mittag kam es in einem Bus in Marzahn zu einer fremdenfeindlichen Beleidigung. Nach bisherigen Erkenntnissen soll ein Mann einem 23-jährigen Fahrgast gegen 12:30 Uhr in einem Bus der Linie 197 in der Havemannstraße den Mittelfinger gezeigt und ihn anschließend fremdenfeindlich beleidigt haben. Der bisher unbekannt gebliebene Täter versuchte zudem, dem 23-Jährigen mit dem Finger ins Auge zu stechen. Dieser konnte dem Angriff erfolgreich ausweichen. Der Täter flüchtete unerkannt. Die weiteren Ermittlungen führt der Polizeiliche Staatsschutz des Landeskriminalamts.",https://www.berlin.de/polizei/polizeimeldungen/2025/pressemitteilung.1524372.php,berlin_police_results.csv,True,['fremdenfeindlich'],24.01.2025,['12:30'],"['23', '23']",['mann'],"['angriff', 'beleidigung']","['fremdenfeindlich', 'fremdenfeindlichen']",
Fremdenfeindlich beleidigt und angegriffen,23.01.2025,Reinickendorf,"Nr: 0212
Heute Vormittag soll ein Mann in Borsigwalde einen anderen Mann fremdenfeindlich beleidigt und mit Reizgas angegriffen haben. Ersten Erkenntnissen zufolge sprach ein 55-Jähriger gegen 9:45 Uhr in einem Supermarkt an der Holzhauser Straße einen 53-Jährigen an und beleidigte ihn fremdenfeindlich. Als sich der 53-Jährige auf den Parkplatz des Supermarkts entfernte, um die Polizei zu rufen, sei ihm der 55-Jährige gefolgt und habe ihn zunächst mit einem Faustschlag angegriffen. Anschließend soll er einen pistolenähnlichen Gegenstand gezogen und daraus mit Pfefferspray auf den 53-Jährigen gesprüht haben. Der 55-Jährige habe sich dagegen mit Faustschlägen gewehrt. Nach dem Eintreffen von Polizei und Rettungskräften wurden beide Personen ambulant behandelt. Die weiteren Ermittlungen führt ein Fachkommissariat der Polizeidirektion 1 (Nord).",https://www.berlin.de/polizei/polizeimeldungen/2025/pressemitteilung.1524107.php,berlin_police_results.csv,True,['fremdenfeindlich'],23.01.2025,['9:45'],"['55', '53', '53', '55', '53', '55']","['mann', 'mann']",[],['fremdenfeindlich'],
Einsatzkräfte fremdenfeindlich und rassistisch beleidigt,22.01.2025,Mitte,"Nr. 0203
In der vergangenen Nacht wurden Polizeikräfte der 11. Einsatzhundertschaft zu einer Ruhestörung in Wedding gerufen. Gegen 2 Uhr stellten die Beamten einen 48 Jahre alten Mann in einem Hausflur in der Müllerstraße fest. Dieser räumte lautstark einen Kinderwagen vor seiner Wohnungstür hin und her. Nachdem die Beamten ihn überprüft und anschließend aus den Maßnahmen entlassen hatten, hob der Mann seinen rechten Arm und begleitete dies mit einem Ausruf. Die Einsatzkräfte nahmen den Mann fest, woraufhin dieser sie fremdenfeindlich und rassistisch beleidigte. Zur Verhinderung weiterer strafbaren Äußerungen wurde er in einen Polizeigewahrsam gebracht, wo er abermals eine Straftat beging: er rief eine verfassungsfeindliche Parole. Einige Stunden später kam er wieder auf freien Fuß. Die weiteren Ermittlungen hat der Polizeiliche Staatsschutz beim Landeskriminalamt übernommen.",https://www.berlin.de/polizei/polizeimeldungen/2025/pressemitteilung.1523686.php,berlin_police_results.csv,True,"['fremdenfeindlich', 'rassistisch']",22.01.2025,[],[],"['mann', 'mann', 'mann']",[],"['rassistisch', 'fremdenfeindlich']",
Schulklasse in der U-Bahn fremdenfeindlich beleidigt,22.01.2025,Mitte,"Nr. 0199
Wegen eines Vorfalls in Wedding ermittelt seit gestern Mittag der Polizeiliche Staatsschutz beim Landeskriminalamt. Nach ersten Erkenntnissen soll ein 60-jähriger Mann gegen 12:45 Uhr eine unbekannt gebliebene Schulklasse in einem Waggon der Linie U9 im Bereich des U-Bahnhofs Amrumer Straße fremdenfeindlich beleidigt haben. Andere Fahrgäste bemerkten den Vorfall und stellten sich schützend vor die Schulklasse. Am U-Bahnhof Leopoldplatz verließen die Kinder, die von einer Zeugin auf etwa 10 bis 12 Jahre geschätzt wurden, gemeinsam mit ihrer Lehrerin die Bahn. Alarmierte Einsatzkräfte der 11. Einsatzhundertschaft nahmen den 60-Jährigen kurze Zeit später in der Nähe des U-Bahnhof Nauener Platz fest. Dabei äußerte er sich erneut fremdenfeindlich und volksverhetzend. Da er orientierungslos wirkte, wurde er nach Abschluss der polizeilichen Maßnahmen durch einen alarmierten Rettungswagen in ein Krankenhaus gebracht, wo er durch einen Arzt begutachtet und anschließend
    wieder entlassen wurde.",https://www.berlin.de/polizei/polizeimeldungen/2025/pressemitteilung.1523549.php,berlin_police_results.csv,True,"['volksverhetzung', 'fremdenfeindlich']",22.01.2025,['12:45'],"['60', '60']",['mann'],[],"['volksverhetzend', 'fremdenfeindlich']",
Polizeiliche Maßnahmen anlässlich einer Kundgebung im Kontext des Nahostkonfliktes,20.01.2025,Friedrichshain-Kreuzberg,"Nr. 0176
Mit rund 170 Einsatzkräften gewährleistete die Polizei Berlin am 19. Januar 2025 eine Kundgebung im Kontext des Nahostkonfliktes in Kreuzberg.
In der Zeit von 17 Uhr bis 22:45 Uhr versammelten sich am Südstern in der Spitze rund 350 Personen zu einer Kundgebung mit dem Thema „Israels Rückzug von Gaza“.
Kurz nach 18 Uhr zündeten Versammlungsteilnehmende einen pyrotechnischen Gegenstand, worauf der Versammlungsleiter aufgefordert wurde, auf die Teilnehmerinnen und Teilnehmer einzuwirken, dies zu unterlassen. Der Versammlungsleiter gab jedoch an, dass er sich dazu nicht in der Lage sieht. In der Folge wurde aus der Versammlung heraus weitere Pyrotechnik gezündet. Gegen 18:30 Uhr gab der Versammlungsleiter seine Funktion auf und nahm nur noch als einfacher Teilnehmer an der Versammlung teil. Kurz vor 19 Uhr gab sich eine neue Versammlungsleiterin zu erkennen. Gleichzeitig wurden von den Teilnehmerinnen und Teilnehmern verbotene Parolen gerufen. Zu 19:10 Uhr erfolgten Lautsprecherdurchsagen mit der Aufforderung, das Rufen verbotener Parolen sowie das Zünden von Pyrotechnik zu unterlassen. Gegen rund 40 Personen mussten die Einsatzkräfte unmittelbaren Zwang durch Schieben und Drücken anwenden, die sich bedrohlich einer Gegendemonstrantin näherten. Gegen 19:45 Uhr beendete die
    Versammlungsleiterin die Versammlung.
Zwischenzeitlich meldeten sich zwei Pressevertreter bei den Einsatzkräften und teilten mit, dass sie von Teilnehmern der Versammlung beleidigt und angegriffen worden sein. Dazu konnten die Einsatzkräfte zwei Tatverdächtige festnehmen. Gegen 20:40 Uhr befanden sich keine Versammlungsteilnehmerinnen und Versammlungsteilnehmer mehr am Ort.
Insgesamt mussten die Einsatzkräfte gegen zehn Männer und zwei Frauen freiheitsbeschränkende Maßnahmen durchführen und leiteten 14 Strafermittlungsverfahren, unter anderem wegen des Verdachts des Verwendens von Kennzeichen verfassungswidriger und terroristischer Organisationen, des tätlichen Angriffes auf Vollstreckungsbeamte und der gefährlichen Körperverletzung, ein.",https://www.berlin.de/polizei/polizeimeldungen/2025/pressemitteilung.1522505.php,berlin_police_results.csv,True,['verfassungswidrig'],20.01.2025,"['17', '22:45', '18', '18:30', '19', '19:10', '19:45', '20:40']",[],[],"['angriff', 'versammlung', 'körperverletzung']",['verfassungswidriger'],
