Title,Date,Location,Text,URL,RightWingRelated,KeywordMatch,OffenceType,Action,PossibleMotive
Gefährdung des Straßenverkehrs,07.03.2025,"BAB 13 bei Freiwalde, Dahme-Spreewald","Der Fahrer eines PKW TOYOTA rief am Donnerstag kurz nach 15:30 Uhr die Polizei, um eine Unfallflucht auf der Autobahn anzuzeigen. Zwischen Staakow und Freiwalde hatte ersten Ermittlungen zufolge ein PKW VW mit amtlichen Kennzeichen aus Sachsen-Anhalt bei der Fahrt in Richtung Dresden mehrfach andere Autos rechts auf dem Standstreifen überholt. Der TOYOTA-Fahrer fuhr dem „Golf“ hinterher, um den Vorgang der Polizei melden zu können, als der VW abrupt abgebremst wurde und es zum Auffahrunfall auf der rechten Spur kam.
Als die beiden Fahrzeuge zum Stillstand gekommen waren, kam es zu einer kurzen Diskussion der beiden Männer, woraufhin der VW-Fahrer ein kurzes Stück weiterfuhr, abbremste und dann rückwärts nochmals mit dem Auto in den „Auris“ stieß. Danach flüchtete der Verursacher entgegengesetzt der Fahrtrichtung in Richtung Freiwalde und weiter über die B 115 in Richtung Golßen.
Verletzt wurde niemand, aber die Sachschäden am TOYOTA wurde auf rund 7.000 Euro geschätzt. Die Beamten leiteten nach der Spurensicherung Ermittlungsverfahren wegen des gefährlichen Eingriffs in den Straßenverkehr und der Unfallflucht ein, die nun die Kriminalpolizei in Zusammenarbeit mit der Polizei in Sachsen-Anhalt führt.",https://polizei.brandenburg.de/pressemeldung/gefaehrdung-des-strassenverkehrs/5481341,False,,[],[],[]
Strafverfahren nach Verkehrskontrolle,07.03.2025,"Müschen, Spree-Neiße","In Müschen wollten Polizeibeamte kurz nach Mitternacht einen PKW VW für eine Verkehrskontrolle stoppen. Der Autofahrer ignorierte jedoch die Weisungen, anzuhalten und fuhr mit überhöhter Geschwindigkeit weiter. Wenig später stellten die Beamten das Auto jedoch stehend fest. Der Fahrer war zuvor beim Wenden rückwärts gegen einen Baum gefahren und hatte im Anschluss von seinem Versuch, vor der Polizei zu flüchten, abgelassen.
Da der 44-Jährige offensichtlich alkoholisiert war, einen Atemalkoholtest lehnte er ab, wurde eine Blutprobe veranlasst, um dem Verdacht nachzugehen. Gleichzeitig leiteten die Beamten ein Strafverfahren ein. Mit hoher Geschwindigkeit vor einer Polizeikontrolle zu fliehen, kann den Tatbestand eines “Verbotenen Kraftfahrzeugrennens“ erfüllen.",https://polizei.brandenburg.de/pressemeldung/strafverfahren-nach-verkehrskontrolle/5481334,False,,[],[],[]
"In der Nacht gestohlen, am Morgen sichergestellt",07.03.2025,"Teichland, Spree-Neiße","Diebe
haben am Donnerstagabend ihr Unwesen in Neuendorf getrieben. Von einem Grundstück hatten sie ein Fahrrad und ein E-Bike gestohlen, von einem zweiten Grundstück entwendeten sie einen PKW DACIA. Im Rahmen erster Ermittlungen sicherten die Polizeibeamten Spuren und leiteten internationale Fahndungsmaßnahmen ein.
Diese konnten bereits am wenige Stunden später beendet werden. Ein Mann hatte einen DACIA gegen 06:10 Uhr an der Ortsverbindungsstraße zwischen Drewitz und Grabko festgestellt und die Polizei verständigt. Das Auto war von der Fahrbahn abgekommen und gegen einen Baum gestoßen. Am Wagen befanden sich auch die zuvor gestohlenen Fahrräder. Das beschädigte Auto und die Zweiräder wurden sichergestellt. Die Ermittlungen zu den Tätern dauern weiter an.",https://polizei.brandenburg.de/pressemeldung/in-der-nacht-gestohlen-am-morgen-sicherg/5481333,False,,[],[],[]
Tatverdächtige Frau nach Kellereinbruch gestellt,07.03.2025,"Bornstedt, Potsdamer Straße, Überregional","Über den Notruf hat ein Zeuge am Donnerstagabend gemeldet, dass gerade vermutlich zwei Personen in Keller eines Wohnkomplexes einbrechen würden. Umgehend eingesetzte Polizeibeamte konnten im Eingangsbereich des Kellers eine tatverdächtige 38-jährige Frau feststellen, die ein Fahrrad dabeihatte. Zwei Kellerverschläge waren aufgebrochen und durchwühlt. Ob etwas entwendet wurde, ist noch unklar. Das Fahrrad konnte zunächst nicht zugeordnet werden und wurde sichergestellt. Es wurden Spuren gesichert und eine Anzeige wegen besonders schweren Diebstahls aufgenommen. Die Tatverdächtige wurde in Gewahrsam genommen. Die polizeilichen Maßnahmen in der Sache dauern derzeit weiter an.",https://polizei.brandenburg.de/pressemeldung/tatverdaechtige-frau-nach-kellereinbruch/5481291,False,,[],[],[]
"Donnerstag, 06.03.2025, 16:15 bis 20:30 Uhr",07.03.2025,"Klein Glienicke, Potsdam","Ein Anwohner aus Klein Glienicke meldete sich am Donnerstagabend bei der Potsdamer Polizei. Er teilte mit, dass unbekannte Täter vermutlich innerhalb des Nachmittags in sein Wohnhaus eingebrochen waren. Die Täter schlugen mit einem unbekannten Gegenstand eine Scheibe ein und durchsuchten den Innenraum. Was die Täter entwendeten, konnte zum Zeitpunkt der Anzeigenaufnahme nicht gesagt werden. Es entstand ein Schaden von mehreren hundert Euro. Im Rahmen der Anzeigenaufnahme kamen Kriminaltechniker zur Spurensicherung zum Einsatz.",https://polizei.brandenburg.de/pressemeldung/donnerstag-06-03-2025-16-15-bis-20-30-uh/5481279,False,,[],[],[]
Ladendieb gestellt,07.03.2025,"Babelsberg Süd, Großbeerenstraße, Potsdam","Mehrere teils noch unbekannte Täter versuchten Donnerstagmittag in einem Einkaufsmarkt im Potsdamer Stadtteil Babelsberg Süd Lebensmittel und Waschmittel im Wert von knapp 1.000 Euro zu entwenden. Als der Alarm im Eingangsbereich des Marktes auslöste, flüchteten die Täter und ließen den prall gefüllten Einkaufswagen vor dem Markt zurück.
Mitarbeiter des Einkaufsmarktes informierten daraufhin Revierpolizisten aus Potsdam, welche gerade in der unmittelbaren Nähe zum Tatort waren. Ein flüchtender Tatverdächtiger konnte durch die Beamten im Nahbereich des Einkaufsmarktes gestellt werden.
Nach Rücksprache mit der Staatsanwaltschaft wurde der Tatverdächtige vorläufig festgenommen und in den Gewahrsam der Polizeiinspektion Potsdam gebracht. Es wurde eine Anzeige wegen Ladendiebstahls aufgenommen. Die Kriminalpolizei übernimmt die weiteren Ermittlungen.",https://polizei.brandenburg.de/pressemeldung/ladendieb-gestellt/5481278,False,,[],[],[]
Einbrecher wurden aktiv,07.03.2025,"Rehfelde, Märkisch-Oderland","Wie der Polizei am 06.03.2025 angezeigt wurde, haben sich Einbrecher an diesem Tag Zutritt zu mutmaßlich vier Grundstücken in der Marienbergstraße sowie der Herrenseeallee verschafft. Nach ersten Erkenntnissen nahmen sie aus einem Schuppen in der Herrenseeallee zwei Fahrräder mit sich, die dann später jedoch in der Marienbergstraße wieder aufgefunden werden konnten. Wer die Täter waren, ermittelt nun die Kriminalpolizei.",https://polizei.brandenburg.de/pressemeldung/einbrecher-wurden-aktiv-/5480676,False,,[],[],[]
Mutmaßliche Trickdiebe wurden auch noch gewalttätig,07.03.2025,"Rüdersdorf b. Berlin, Märkisch-Oderland","Am Abend des 06.03.2025 wurde der Polizei ein Geschehen bekannt, welches sich in der Schöneicher Landstraße abgespielt hatte. Drei Männer waren auf das Grundstück eines Anwohners gekommen und hatten dem 42-Jährigen einreden wollen, Steckdosen überprüfen zu müssen. Der verwies sie des Hofes, musste dann jedoch erleben, wie das Trio plötzlich gewalttätig wurde. Dabei wurde er auch leicht im Gesicht verletzt. Die drei Tatverdächtigen flüchteten anschließend. Jetzt ist das Ganze ein Fall für die Kriminalpolizei, die bei ihren Ermittlungen prüft, ob es sich um dieselben Personen handelt, die bereits Tage zuvor einen Rentner bestahlen. Am Kalkberger Platz war es ihnen nämlich gelungen, den Mann unter der Legende, Steckdosen überprüfen zu müssen, dazu zu bringen, ihnen Einlass zu gewähren. Anschließend fehlte Bargeld, welches der Mann daheim aufbewahrt hatte.
Lesen Sie dazu auch unsere Ausgangsmeldung vom 05.03.2025:
Rüdersdorf b.Berlin – Rentner bestohlen
Am 04.03.2025 wandte sich ein Rentner an die Polizei, nachdem er von einem diebischen Trio um sein Erspartes gebracht worden war.
Die drei Männer erschienen an seiner Wohnung und wollten angeblich Steckdosen kontrollieren. So brachten sie den Mann dazu, ihnen Zutritt zu gewähren. Später musste er dann feststellen, dass mit den noch Unbekannten auch Bargeld verschwunden war. Um wen es sich bei denjenigen handelte und wo das Geld abgeblieben ist, ermitteln nun Kriminalisten der Inspektion Märkisch-Oderland.",https://polizei.brandenburg.de/pressemeldung/mutmassliche-trickdiebe-wurden-auch-noch/5480662,False,,[],[],[]
In Einfamilienhaus eingebrochen,07.03.2025,"Ahrensfelde, Barnim","Wie der Polizei am 06.03.2025 angezeigt wurde, haben sich Einbrecher Zutritt zu einem Einfamilienhaus im Meisenweg verschafft. Sie durchsuchten anschließend sämtliche Räume nach Verwertbarem. Ob sie dabei fündig geworden sind, war bei der Anzeigenaufnahme aber noch nicht zu klären gewesen.",https://polizei.brandenburg.de/pressemeldung/in-einfamilienhaus-eingebrochen/5480651,False,,[],[],[]
Hakenkreuze geschmiert,07.03.2025,"Schwedt/Oder, Uckermark","Am 06.03.2025 wurden im Bereich des Bootsweges mehrere Hakenkreuze entdeckt, die noch Unbekannte dorthin geschmiert hatten. Das zuständige Ordnungsamt kümmerte sich um die Beseitigung der Hinterlassenschaften und der Polizeiliche Staatsschutz ermittelt zu den Schmierfinken. Dabei wird die Motivation derjenigen eine Rolle spielen.",https://polizei.brandenburg.de/pressemeldung/hakenkreuze-geschmiert/5480605,True,Hakenkreuz,"['Vandalism', 'Property damage']","['Swastika', 'Hitlergruß', 'Graffiti']","['Racism', 'Antisemitism', 'Glorification of Nazism/Right-wing extremist']"
Bootsmotor gestohlen,07.03.2025,"Werder (Havel), Potsdam-Mittelmark","Die Polizei ist am Donnerstag über den Diebstahl eines Bootsmotors informiert worden. Nach derzeitigem Kenntnisstand verschafften sich unbekannte Täter Zugang zu dem Gelände einer gewerblichen Einrichtung. Anschließend machten sie sich an einem Sportboot zu schaffen, das dort auf einem Trailer stand, und entwendeten von diesem den Außenbordmotor. Der Sachschaden wird auf einen fünfstelligen Betrag beziffert. Polizeibeamte der Wasserschutzpolizei begaben sich vor Ort und dokumentierten den Tatort. Außerdem wurde eine Strafanzeige aufgenommen und der Motor zur Fahndung ausgeschrieben. Die weiteren Ermittlungen übernimmt die Kriminalpolizei.
Die Wasserschutzpolizei rät in diesem Zusammenhang:
Gerade jetzt am Ende der Wassersportsaison, wenn die Bootsplätze weniger frequentiert sind, sollten Bootsbesitzer mit ihren Stegnachbarn täglich, kurze Kontrollgänge organisieren – am besten zu unregelmäßigen Zeiten. Informieren Sie sich gegenseitig über Auffälligkeiten und auch längere Abwesenheiten.
Viel Licht und Bewegungsmelder in der Nacht wirken ebenfalls abschreckend für potenzielle Diebe. Auch Überwachungskameras können die Täter abschrecken – und sollte es zu einem Diebstahl gekommen sein, können die Aufzeichnungen nützlich für die polizeilichen Ermittlungen sein.
Nehmen Sie kleinere Motoren grundsätzlich nach der Fahrt von den Booten ab und verschließen Sie diese extra, am besten in alarmgesicherten Räumen
Sichern Sie große Außenbordmotoren mit Spezialbolzen und Alarmanlagen, die im Handel erhältlich sind.  Wählen Sie hochwertige Schlösser, die es potenziellen Dieben so schwer wie möglich machen.
Fotografieren Sie Ihr Boot, den Außenbordmotor sowie wertvolle Ausrüstungen inklusive deren Individualnummern.
Ist das Boot im Winterstand angekommen, sollten sämtliche Wertgegenstände von Bord entfernt und die Gardinen offengelassen werden. So sieht man schon von außen, dass es nichts zu holen gibt.
Bringen Sie im Boot und zusätzlich unter der Haube des Außenbordmotors einen GPS-Tracker an. Diese Geräte sind klein, preiswert und können so programmiert werden, dass sie bei Standortänderung einen Alarm an den Besitzer aussenden. Außerdem sind sie in der Lage, den aktuellen Standort auf dem Handy anzuzeigen.
Häufig entfernen Täter das Boot auch von der Anliegestelle, um dann an einer unbeobachteten Stelle den Außenbordmotor abzumontieren. Diese Diebstahlsweise kann erheblich erschwert werden, wenn man auch das Boot selbst mit entsprechend großer Kette und Schloss sichert.
Denken Sie daran, Ihren Bootsmotor bei der Wasserschutzpolizei gravieren zu lassen. Im Land Brandenburg ist dieser Service der Polizei kostenlos. Dies schützt zwar nicht gänzlich vor Diebstahl, schreckt die Diebe aber ab. Denn durch die dauerhafte Gravur der Motorenindividualnummer lässt sich der Motor immer zum tatsächlichen Eigentümer zurückverfolgen. Einen Termin für eine solche Gravur können Sie direkt bei der Wasserschutzpolizei der Polizeidirektion West unter der Telefonnummer 0331/9688424 vereinbaren (Landkreise Potsdam-Mittelmark, Havelland, Teltow-Fläming sowie Städte Brandenburg an der Havel und Potsdam).
Tatzeit: Mittwoch, 05.03.2025, 18:30 Uhr bis Donnerstag, 06.03.2025, 09:15 Uhr",https://polizei.brandenburg.de/pressemeldung/bootsmotor-gestohlen/5480308,False,,[],[],[]
Verfassungswidrige Parolen geäußert,07.03.2025,"Ludwigsfelde, Potsdamer Straße, Teltow-Fläming","Zeugen haben die Polizei am Donnerstagabend darüber informiert, dass ein Mann auf einem Parkplatz verfassungswidrige Parolen geäußert und mehrfach den Hitlergruß gezeigt habe. Polizeibeamte begaben sich vor Ort und konnten dort den Tatverdächtigen feststellen. Auch im Beisein der Beamten tätigte der 31-Jährige eine verfassungswidrige Äußerung, zudem warf er Flaschen gegen die Fassade eines Supermarktes, an dem Sachschaden entstand.
Ein Atemalkoholtest ergab bei dem Mann einen Wert von 2,09 Promille. Die Polizei hat entsprechend Strafanzeige aufgenommen und einen Platzverweis ausgesprochen. Die weiteren Ermittlungen führt die Kriminalpolizei.
Donnerstag, 06.03.2025, 21:08 Uhr",https://polizei.brandenburg.de/pressemeldung/verfassungswidrige-parolen-geaeussert/5480296,True,Hitlergruß,"['Violence', 'Property damage', 'Threat/Intimidation', 'Hate speech/Incitement']","['Swastika', 'Hitlergruß', 'Graffiti', 'Slurs', 'Other']","['Racism', 'Antisemitism', 'Xenophobia/Anti-immigrant', 'Glorification of Nazism/Right-wing extremist', 'Other', 'Undetermined']"
Kritisch nachgefragt,07.03.2025,"Perleberg, Prignitz","Als Mitarbeiter einer Bank hat sich ein bisher Unbekannter am Donnerstag gegen 15:00 Uhr gegenüber einem 62-Jährigen ausgegeben und für einen „Abgleich“ nach Bankdaten gefragt. Die Frau des Angerufenen wurde daraufhin stutzig und fragte, ob dies auch rechtens sei. Daraufhin legte der Anrufer umgehend auf. Ein Schaden entstand den Eheleuten durch das richtige Reagieren nicht.",https://polizei.brandenburg.de/pressemeldung/kritisch-nachgefragt/5480271,False,,[],[],[]
Schwalbe vermisst,07.03.2025,"Plattenburg, Prignitz","Von einem Grundstück im Ortsteil Glöwen haben Unbekannte im Zeitraum vom 04.03.2025, 10:00 Uhr, bis 06.03.2025, 08:00 Uhr, ein Simson-Kleinkraftrad vom Typ Schwalbe entwendet. Das Moped war mit dem Lenkradschloss gesichert und hatte einen Wert von rund 4.000 Euro. Die Kriminalpolizei hat die Ermittlungen aufgenommen.",https://polizei.brandenburg.de/pressemeldung/schwalbe-vermisst/5480261,False,,[],[],[]
Mehrere aufgebrochene PKW,07.03.2025,"Stadtgebiet, Brandenburg an der Havel","Am Donnerstagvormittag wurden der Polizei nachfolgend insgesamt sechs Fälle von besonders schwerer Diebstahlshandlungen aus Fahrzeugen im Stadtgebiet Brandenburg an der Havel gemeldet.
Unbekannte Täter drangen in den Nachtstunden in allen Fällen gewaltsam in die auf öffentlichem Grund abgestellten Kraftfahrzeuge ein und entwendeten anschließend unterschiedliches Werkzeug, Baugeräte und Maschinen. Der Schaden wird insgesamt auf einen fünfstelligen Betrag geschätzt. Die Beamten nahmen jeweils Strafanzeigen auf. Aufgrund der Spurenlage wurden spezielle Kräfte der Kriminalpolizei zum Einsatz gebracht, welche Spurenmaterial sicherten. Die weiteren Ermittlungen und Auswertung der Spuren erfolgt durch die Kriminalpolizei.",https://polizei.brandenburg.de/pressemeldung/mehrere-aufgebrochene-pkw/5480220,False,,[],[],[]
Mit Graffiti beschmiert,06.03.2025,"Falkensee, Am Gutspark, Havelland","Am Mittwochmorgen stellte der Hausmeister eines Gebäudes am Gutspark fest, dass unbekannte Täter mehrere Graffitischriftzüge auf der Hauswand und einem daneben befindlichen Gartenhaus angebracht haben. Die insgesamt drei unleserlichen Schriftzüge sind in der Größe von je zwei auf einem Meter. Es entstand Sachschaden in Höhe von ca. 3.000 Euro. Die Polizeibeamten fertigten Lichtbilder vom Tatort und nahmen eine Anzeige auf.",https://polizei.brandenburg.de/pressemeldung/mit-graffiti-beschmiert/5479176,False,,[],[],[]
Versuchter Einbruch,06.03.2025,"Nauen, Stadtgebiet, Havelland",In der Zeit von Dienstag zu Mittwoch nutzten unbekannte Täter die Abwesenheit eines 74-jährigen Bewohners aus und versuchten über das Fenster gewaltsam in das Innere eines Einfamilienhauses einzubrechen. Den Unbekannten gelang das Betreten des Objektes jedoch nicht. Es entstand ein Schaden von ca. 1.500 Euro. Die Polizeibeamten sicherten Spuren und nahmen eine Anzeige auf.,https://polizei.brandenburg.de/pressemeldung/versuchter-einbruch/5479172,False,,[],[],[]
Ladendiebin gestellt,06.03.2025,"Rathenow, Märkischer Platz, Havelland","Am Mittwochnachmittag begab sich die 42-jährige Frau in ein Geschäft am Märkischen Platz und steckte sich Ware in einem Wert von vier Euro ein. Damit wollte sie dann das Geschäft verlassen, ohne zu bezahlen. Dabei wurde die Tatverdächtige jedoch von einem Mitarbeiter beobachtet, welcher sie stoppte und die Polizei informierte. In der weiteren Folge konnte die Ware an das Geschäft zurückgegeben werden. Die Polizeibeamten nahmen eine Anzeige auf.",https://polizei.brandenburg.de/pressemeldung/ladendiebin-gestellt/5479167,False,,[],[],[]
Diebstahl von Werkzeugen,06.03.2025,"Ludwigsfelde, Stadtgebiet, Teltow-Fläming","Am Mittwochvormittag wurde der Polizei ein Diebstahl von Werkzeugen in Ludwigsfelde gemeldet. Aus dem Keller eines Mehrfamilienhauses waren diverse Werkzeuge und Zubehör im Wert von etwa 1.000 Euro entwendet worden.
Polizeibeamte begaben sich vor Ort und konnten im Zuge der polizeilichen Ermittlungen Hinweise auf einen möglichen Tatverdächtigen erlangen.
Im weiteren Verlauf und nach vorheriger Rücksprache mit der Staatsanwaltschaft ordnete eine Richterin die Durchsuchung von dessen Wohnung an. In der Zwischenzeit bemerkten die Beamten, dass offenbar vom Balkon der Wohnung mehrere Gegenstände geworfen wurden, bei denen es sich um mutmaßliches Diebesgut sowie Betäubungsmittel handelte. Auch in der Wohnung wurde mutmaßliches Diebesgut aufgefunden.
Eine entsprechende Strafanzeige wurde aufgenommen und das Diebesgut sichergestellt. Kriminaltechniker sicherten Spuren am Tatort. Der 41-jährige Tatverdächtige wurde nach Abschluss der polizeilichen Maßnahmen nach Rücksprache mit der Staatsanwaltschaft entlassen.
Mittwoch, 05.03.2025, 08:46 Uhr",https://polizei.brandenburg.de/pressemeldung/diebstahl-von-werkzeugen/5478656,False,,[],[],[]
