Title,Date,Location,Text,URL,SourceFile,RightWingRelated,KeywordMatch,ExtractedDate,ExtractedTime,ExtractedAge,ExtractedGender,ExtractedAction,KeywordExtracted
Angriff vor Imbiss,31.05.2019,"Landkreis Teltow-Fläming, Luckenwalde, Neue Beelitzer Straße, Imbiss, Teltow-Fläming","Polizeibeamte der Inspektion Teltow-Fläming wurden gestern Abend gegen 22:10 Uhr in die Neue Beelitzer Straße nach Luckenwalde gerufen. Dort soll es nach Zeugenaussagen zu einem Körperverletzungsdelikt gekommen sein.
Am Einsatzort angetroffen, konnten die Beamten herausfinden, dass ein 27-jähriger Mann aus Syrien mit einer 36-jährigen Frau aus Bosnien-Herzegowina auf einem Parkplatz in der Neuen Beelitzer Straße parkten, um einen Imbiss aufzusuchen. Plötzlich soll ein 35-jähriger Deutscher auf die beiden Personen zugekommen sein und sie volksverhetzend beleidigt haben. Der mitgeführte kleine Hund des Mannes hat sodann die 36-jährige Frau gebissen. Die Frau wurde durch den Hundebiss nur leicht verletzt. Im Anschluss soll der Tatverdächtige den 27-Jährigen mehrere Male geschlagen haben. Danach habe sich der Tatverdächtige entfernt und die beiden Geschädigten seien in den Imbiss gegangen, um kurz darauf festzustellen, dass der Mann zurückgekommen ist, um diesmal mit einer Stange und einem Elektroimpulsgerät vor dem Imbiss zu hantieren. Der Tatverdächtige konnte kurz darauf durch die hinzukommenden Polizisten angetroffen und durchsucht werden. Die zuvor von den Geschädigten beschriebenen Gegenstände konnten bei dem Tatverdächtigen selbst und in der unmittelbaren Umgebung nicht aufgefunden werden.
Der 35-jährige Deutsche stellte den Sachverhalt auf Nachfrage der Polizisten anders dar und gab an, anfänglich von dem Mann aus Syrien geschlagen und beleidigt worden zu sein.
Während der Sachverhaltsklärung wurde weiterhin bekannt, dass das Fahrzeug, mit dem die beiden Geschädigten kamen, durch einen auf das Fahrzeug geworfenen Papierkorb beschädigt wurde.
Die Polizisten nahmen Strafanzeigen wegen Volksverhetzung, gefährlicher Körperverletzung, Körperverletzung, Beleidigung, Bedrohung und Sachbeschädigung auf. Die Kriminalpolizei hat die Ermittlungen aufgenommen, um den Tathergang zu rekonstruieren.
Donnerstag, 30.05.2019, 22:10 Uhr",https://polizei.brandenburg.de/pressemeldung/angriff-vor-imbiss/1488046,brandenburg_police_results.csv,True,['volksverhetz'],31.05.2019,"['22:10', '22:10']","['27', '36', '35', '36', '27', '35']","['mann', 'frau', 'frau', 'frau', 'mann', 'mann']","['angriff', 'schlagen', 'beleidigung', 'körperverletzung']","['volksverhetzung', 'volksverhetzend']"
Antisemitische Schmierereien,21.05.2021,"Senftenberg, Oberspreewald-Lausitz","Unbekannte Täter besprühten in den letzten Tagen die Front- und Giebelseite einer Sporthalle in der Schillerstraße mit verschiedenen antisemitischen Schriftzügen in orangener Sprühfarbe auf einer Länge von mehreren Metern.
Die Höhe des Sachschadens ist nicht bekannt. Der kriminalpolizeiliche Staatsschutz hat die Ermittlungen aufgenommen.",https://polizei.brandenburg.de/pressemeldung/antisemitische-schmierereien/2581920,brandenburg_police_results.csv,True,['antisemit'],21.05.2021,[],[],[],[],"['antisemitischen', 'antisemitische']"
Antisemitischen Schriftzug und Hakenkreuz geschmiert,17.06.2024,"Ahrensfelde OT Blumberg, Barnim","Am Vormittag des 16.06.2024 wurde die Polizei informiert, dass noch Unbekannte an einer Bushaltestelle Am Bahnhof einen antisemitischen Schriftzug sowie ein Hakenkreuz hinterlassen hätten. Wer die Täter waren, wird nun vom Polizeilichen Staatsschutz der Direktion Ost ermittelt.",https://polizei.brandenburg.de/pressemeldung/antisemitischen-schriftzug-und-hakenkreu/4890771,brandenburg_police_results.csv,True,"['hakenkreuz', 'antisemit']",17.06.2024,[],[],[],[],"['hakenkreuz', 'antisemitischen']"
Anzeige aufgenommen,24.04.2023,"Bernau bei Berlin, Barnim",Nach einem Zeugenhinweis stellten Polizisten in der Schulstraße im Ortsteil Schönow insgesamt sechs Hakenkreuze an einer dort stehenden Tischtennisplatte fest. Die Beamten nahmen eine Anzeige von Amts wegen aufgrund des Verwendens von Kennzeichen verfassungswidriger Organisationen auf.,https://polizei.brandenburg.de/pressemeldung/anzeige-aufgenommen-/3878806,brandenburg_police_results.csv,True,"['hakenkreuz', 'verfassungswidrig']",24.04.2023,[],[],[],[],"['hakenkreuze', 'verfassungswidriger']"
Anzeige aufgenommen,29.04.2020,"Frankfurt (Oder), Frankfurt (Oder)","Da sich mehrere Personen am Dienstagnachmittag in einem Park im Aurorahügel aufhielten und nicht den vorgeschriebenen Abstand einhielten, kamen Polizeibeamte zum Einsatz. Den Aufforderungen der Beamten, den Abstand zu vergrößern, kamen die neun Männer nicht nach. Daraufhin sprachen die Polizisten Platzverweise aus. Während der Personalienfeststellung bemerkten die Beamten eine sichtbare Tätowierung, in Form eines Hakenkreuzes, an der Wade eines 33 Jahre alten Mannes. Da durch die Trageweise kurzer Hosen eine Öffentlichkeitswirksamkeit vorlag, fertigten sie eine Anzeige wegen des Verwendens von Kennzeichen verfassungswidriger Organisationen. Der Mann wurde aufgefordert, die Tätowierung zu bedecken und auf dem kürzesten Weg nach Hause zu gehen.",https://polizei.brandenburg.de/pressemeldung/anzeige-aufgenommen/1942452,brandenburg_police_results.csv,True,"['hakenkreuz', 'verfassungswidrig']",29.04.2020,[],[],['mann'],[],"['hakenkreuzes', 'verfassungswidriger']"
Anzeige aufgenommen,17.11.2021,"Prenzlau, Uckermark","Den Hitlergruß soll ein noch unbekannter Mann am 16.11.21 gegen 12:30 Uhr in der Brüssower Allee in Höhe der Brüssower Straße skandiert haben. Aufgrund eines entsprechenden Zeugenhinweises nahmen Polizisten eine Anzeige von Amts wegen auf. Der Tatverdächtige trug nach bisherigen Informationen ein graues Kapuzenshirt, war ca. 1,70 bis 1,75 Meter groß und zirka 20-25 Jahre alt.
Die Kriminalpolizei hat nun die Ermittlungen aufgenommen.",https://polizei.brandenburg.de/pressemeldung/anzeige-aufgenommen/2900818,brandenburg_police_results.csv,True,['hitlergruß'],17.11.2021,['12:30'],['25'],['mann'],[],['hitlergruß']
Anzeige aufgenommen,19.04.2023,"Eberswalde, Barnim","Wegen ruhestörenden Lärms sind Polizisten in der Nacht zum 19.04.2023 gegen 01:30 Uhr in die Ringstraße gerufen worden. Vor Ort ergingen Platzverweise, gegen die zum Teil stark alkoholisierten Gäste. Eine Frau hatte sich bei der Feier zuvor eine Schnittwunde zugezogen, die in der Folge im Krankenhaus behandelt wurde. Beim Verlassen des Krankenhauses skandierte die 22-Jährige, die einen Atemalkoholwert von 2,3 Promille vorweisen konnte, strafrechtlich relevante Parolen, die eine Strafanzeige wegen des Verwendens von Kennzeichen verfassungswidriger Organisationen nach sich zog.",https://polizei.brandenburg.de/pressemeldung/anzeige-aufgenommen/3868731,brandenburg_police_results.csv,True,['verfassungswidrig'],19.04.2023,['01:30'],['22'],['frau'],[],['verfassungswidriger']
Anzeige aufgenommen,21.06.2023,"Frankfurt (Oder), Frankfurt (Oder)","Eine Hakenkreuzschmiererei in den Abmaßen von ca. 80 x 80 Zentimetern ist am 21.06.2023 in der Puschkinstraße festgestellt und bei der Polizei angezeigt worden. Nachdem Polizisten die Schmiererei mit einem Foto dokumentiert hatten, veranlassten sie deren Beseitigung. Die Kriminalpolizei ermittelt nun wegen des Verwendens von Kennzeichen verfassungswidriger Organisationen.",https://polizei.brandenburg.de/pressemeldung/anzeige-aufgenommen/4017601,brandenburg_police_results.csv,True,"['hakenkreuz', 'verfassungswidrig']",21.06.2023,[],[],[],[],"['verfassungswidriger', 'hakenkreuzschmiererei']"
Anzeige aufgenommen,28.12.2023,"Strausberg, Märkisch-Oderland","In der Nacht zum 28. Dezember wurden Polizisten wegen einer Ruhestörung zu einem Wohnhaus am Marienberg gerufen. Als die Beamten dem Hinweis nachgingen, trafen sie auf einen 40-jährigen Mann. Dieser beleidigte die Polizisten und skandierte rechte Parolen. Aus diesem Grund nahmen die Polizisten eine Anzeige wegen des Verwendens von Kennzeichen verfassungswidriger Organisationen und Beleidigung auf.",https://polizei.brandenburg.de/pressemeldung/anzeige-aufgenommen/4482918,brandenburg_police_results.csv,True,['verfassungswidrig'],28.12.2023,[],['40'],['mann'],['beleidigung'],['verfassungswidriger']
Anzeige aufgenommen,26.11.2024,"Schwedt, Uckermark",Polizisten stellten am 25.11.2024 gegen 15:30 Uhr im Rahmen ihrer Streifetätigkeit einen antisemitischen Schriftzug an einer Mauer im Schulweg fest. Der ca. 70 Zentimeter lange Schriftzug war augenscheinlich mit einem schwarzen Stift aufgebracht worden. Nach der Anzeigenaufnahme und der fotografischen Sicherung ist dessen Beseitigung veranlasst worden.,https://polizei.brandenburg.de/pressemeldung/anzeige-aufgenommen/5263902,brandenburg_police_results.csv,True,['antisemit'],26.11.2024,['15:30'],[],[],[],['antisemitischen']
Anzeige wegen Volksverhetzung,22.12.2021,"Oranienburg, Oberhavel","Aus einer Gruppe Jugendlicher heraus wurden gestern gegen 19.40 Uhr vier Mädchen im Alter von 14 und 15 Jahren in der Albert-Buchmann-Straße mit Flaschen beworfen und verbal beleidigt. Dabei wurde auch auf die Hautfarbe zweier Mädchen angespielt. Es wurde eine Strafanzeige wegen Volkverhetzung aufgenommen, die Jugendlichen konnten vor Ort nicht mehr festgestellt werden.",https://polizei.brandenburg.de/pressemeldung/anzeige-wegen-volksverhetzung-/2965239,brandenburg_police_results.csv,True,"['volksverhetz', 'hautfarbe']",22.12.2021,['19.40'],[],"['jugendlicher', 'mädchen', 'mädchen']",[],"['hautfarbe', 'volksverhetzung']"
Anzeigen aufgenommen,09.11.2022,"Zechin, Märkisch-Oderland","Die Polizei nahm am 8. November in Zechin mehrere Anzeigen gegen einen 28- Jährigen auf, welcher sich unter Alkoholeinfluss in der Schulstraße nicht gesetzeskonform verhielt.
Gegen 17 Uhr traf die Polizei in der Schulstraße ein, weil ein junger Mann einen Anwohner verbal beleidigt hatte. Außerdem demolierte er zwei Fensterscheiben eines Wohnwagens eines weiteren Bewohners der Schulstraße. Die Polizei führte einen Atemalkoholtest durch, dessen Wert bei 2,9 Promille lag. Deshalb wurde ein Rettungswagen angefordert. Von den Rettungssanitätern, die ihn in ein Krankenhaus brachten, verabschiedete sich der 28- Jährige mit: „Sieg Heil!“
Die Polizei nahm Anzeigen wegen Verwendens von Kennzeichen verfassungswidriger Organisationen, wegen Sachbeschädigung und Beleidigung auf.",https://polizei.brandenburg.de/pressemeldung/anzeigen-aufgenommen/3561522,brandenburg_police_results.csv,True,"['sieg heil', 'verfassungswidrig']",09.11.2022,['17'],[],['mann'],['beleidigung'],"['sieg heil', 'verfassungswidriger']"
Anzügliche Nachrichten erhalten,05.11.2019,"Pritzwalk, Prignitz","Eine Zehnjährige erhielt am 01.11.2019 durch einen unbekannten Mann Nachrichten über einen Messengerdienst, welche sexuellen Inhalt hatten. Die Tochter erzählte noch am selben Tag ihrer Mutter davon und diese meldete es der Polizei.
Die Polizei rät, dass Eltern mit ihren Kindern über den Umgang mit Telefonen sprechen und auch darauf hinweisen sollten, dass die Mobilfunknummer nur an bekannte Personen herausgegeben werden sollte.",https://polizei.brandenburg.de/pressemeldung/anzuegliche-nachrichten-erhalten-/1698181,brandenburg_police_results.csv,True,['sexuell'],05.11.2019,[],[],['mann'],[],['sexuellen']
Attackiert worden,22.12.2020,"Frankfurt (Oder), Frankfurt (Oder)","Am Abend des 21.12.2020 wollte ein Mitarbeiter eines Lieferservice eine Essensbestellung in einer Wohnung in der Fürstenwalder Straße abgeben. In der Wohnung befanden sich zu diesem Zeitpunkt fünf Männer, von denen vier erheblich unter Alkoholeinfluss standen.
Nach ersten Erkenntnissen nahmen diese Männer wohl die dunkle Hautfarbe des Lieferanten zum Anlass, diesen erst verbal zu attackieren und später zum tätlichen Angriff überzugehen. Doch gelang es dem 27-Jährigen, sich zu befreien und die Polizei zu benachrichtigen. Der Mieter der betreffenden Wohnung warf ihm daraufhin noch Drohungen hinterher. Die alarmierten Polizeibeamten maßen bei dem 41 Jahre alten Wohnungsinhaber einen Atemalkoholwert von 3,52 Promille und bei seinen Besuchern im Alter von 57, 41 und 39 Jahren immerhin noch Werte zwischen 1,45 und 2,84 Promille. Nur ein weiterer 41-Jähriger hatte demnach keinen Alkohol zu sich genommen. Die Herren müssen sich nun wegen versuchter gefährlicher Körperverletzung und Bedrohung verantworten. Da sie offensichtlich zu einer Feier zusammengekommen waren, wird auch wegen Verstoßes gegen die Eindämmungsverordnung ermittelt.",https://polizei.brandenburg.de/pressemeldung/attackiert-worden/2339677,brandenburg_police_results.csv,True,['hautfarbe'],22.12.2020,[],"['27', '41']",[],"['angriff', 'körperverletzung']",['hautfarbe']
Auf Flößen gebrüllt,17.06.2020,"Rheinsberg, Ostprignitz-Ruppin","Acht Männer waren gestern gegen 18.30 Uhr mit zwei Flößen auf dem Tietzowsee nahe Zechlinerhütte unterwegs. Zeugen hatten die Polizei informiert, weil aus der Gruppe heraus offenbar „Sieg Heil“ gerufen wurde. Beamte der Wasserschutzpolizei kontrollierten die Wasserfahrzeuge und die Männer aus Sachsen-Anhalt im Alter von 23 bis 45 Jahren. Der 30-jährige Bootsführer stand unter Einfluss von Alkohol (0,54 Promille). Ein Strafverfahren wegen Trunkenheit im Schiffsverkehr wurde eingeleitet. Zu den Rufen wollte sich keiner der Männer äußern, eine Strafanzeige wegen Verwendens von Kennzeichen verfassungswidriger Organisationen wurde aufgenommen.",https://polizei.brandenburg.de/pressemeldung/auf-floessen-gebruellt/2021598,brandenburg_police_results.csv,True,"['sieg heil', 'verfassungswidrig']",17.06.2020,['18.30'],['30'],[],[],"['sieg heil', 'verfassungswidriger']"
Auf Schulgelände angesprochen,18.03.2022,"Zehdenick, Oberhavel","Auf dem Gelände einer Schule hielt sich gestern gegen 12.40 Uhr ein alkoholisierter 28-jähriger Mann aus dem Tschad (3,81 Promille) auf. Dort sprach er eine 15- und eine 19-jährige Oberhavelerin an und soll auch versucht haben, sich den beiden anzunähern und sie zu berühren. Zu einem körperlichen Übergriff kam es nicht. Gegenüber den hinzugerufenen Polizeibeamten verhielt er sich aggressiv. Der 28-Jährige versuchte, die Beamten zu schlagen, woraufhin er mit einfacher körperlicher Gewalt fixiert und gefesselt wurde. Ein Arzt in einem Krankenhaus untersuchte den Mann. Ein psychischer Ausnahmezustand wurde nicht bestätigt, sodass er im Gewahrsam der Polizei untergebracht wurde, um ihn von der Begehung weiterer Straftaten abzuhalten. Anzeigen wegen Hausfriedensbruchs, Beleidigung, sexueller Belästigung und Widerstandes bearbeitet nun die Kriminalpolizei.",https://polizei.brandenburg.de/pressemeldung/auf-schulgelaende-angesprochen/3114754,brandenburg_police_results.csv,True,['sexuell'],18.03.2022,['12.40'],"['28', '19', '28']","['mann', 'mann']","['schlagen', 'beleidigung']",['sexueller']
Auffälliger Radfahrer,01.11.2022,"Eberswalder, Barnim","Am Abend des 31. Oktober riss ein Radfahrer in der Poratzstraße einen Briefkasten und einen Busfahrplan ab. Zeugen gaben gegenüber der Polizei weiterhin an, dass dieser lautstark die Worte „Sieg Heil“ rief.
Die Kriminalpolizei hat die Ermittlungen bezüglich Sachbeschädigung und des Verwendens verfassungswidriger Organisationen aufgenommen.",https://polizei.brandenburg.de/pressemeldung/auffaelliger-radfahrer-/3544593,brandenburg_police_results.csv,True,"['sieg heil', 'verfassungswidrig']",01.11.2022,[],[],[],[],"['sieg heil', 'verfassungswidriger']"
Aufgeklärt,10.03.2021,"Jamlitz, Dahme-Spreewald","Die Polizei hat im Rahmen von Ermittlungen drei Tatverdächtige der gemeinschädlichen Sachbeschädigungen an den Stelen der Gedenkstätte in Jamlitz feststellen können. Gegen die Männer im Alter von jeweils 20 Jahren und die Frau im Alter von 18 Jahren wurden Ermittlungsverfahren eingeleitet. Zudem werden Ermittlungen wegen des Verdachtes der Volksverhetzung aufgenommen.
Ausgangsmeldung
vom 09.03.2021 0991 Ermittlungen nach Sachbeschädigung, Jamlitz, (DS):
Die Polizei wurde am späten Montagnachmittag über Sachbeschädigungen in der Gedenkstätte in Jamlitz informiert. Unbekannte hatten Schmierereien und Schriftzüge an mehreren Stelen aufgebracht. Im Zuge erster Ermittlungen wurden zudem weitere Schriftzüge an einer nahegelegenen Bushaltestelle festgestellt. Nach erfolgter Spurensicherung hat nun die Kriminalpolizei weitere Ermittlungen übernommen.",https://polizei.brandenburg.de/pressemeldung/aufgeklaert/2462815,brandenburg_police_results.csv,True,['volksverhetz'],10.03.2021,[],[],['frau'],[],['volksverhetzung']
Aufkleber festgestellt,23.08.2019,"Velten, Oberhavel","Ein Zeuge erstattete gestern via Internetwache der Brandenburger Polizei eine Strafanzeige gegen Unbekannt. Er hatte im Stadtgebiet (u.a. in der Ratsgasse) über 100 Aufkleber und davon etwa die Hälfte mit volksverhetzenden Inhalten an Laternen, Mülleimern und Verkehrszeichen festgestellt und selbst entfernt. Polizeibeamte prüften gestern Abend daraufhin das Stadtgebiet und konnten keine weiteren Aufkleber feststellen. Eine Strafanzeige wegen Verdachts der Volksverhetzung wurde aufgenommen.",https://polizei.brandenburg.de/pressemeldung/aufkleber-festgestellt-/1601376,brandenburg_police_results.csv,True,['volksverhetz'],23.08.2019,[],[],[],[],"['volksverhetzung', 'volksverhetzenden']"
Aufkleber mit rechten Parolen,04.11.2021,"Pritzwalk, Prignitz","Eine Zeugin meldete sich gestern gegen 16.00 Uhr bei der Polizei. Die Zeugin erläuterte den Beamten, dass sie an einer Bushaltestelle in der Nordstraße zwei große Aufkleber mit rechtsextremistischen Parolen festgestellt hat. Die Beamten entfernten anschließend die Aufkleber und stellten sie sicher. Die Kriminalpolizei hat die Ermittlungen wegen des Verdachts der Volksverhetzung aufgenommen",https://polizei.brandenburg.de/pressemeldung/aufkleber-mit-rechten-parolen/2877273,brandenburg_police_results.csv,True,"['volksverhetz', 'rechtsextrem']",04.11.2021,['16.00'],[],[],[],"['volksverhetzung', 'rechtsextremistischen']"
Auflieger beschmiert,23.04.2019,"Welzow, Spree-Neiße","Unbekannte Personen beschmierten über die Osterfeiertage einen in der Glück-Auf-Straße abgestellten LKW-Auflieger der Marke KOEGEL mit Zahlen, Sprüchen und drei Hakenkreuzen in den Maßen von jeweils zirka 40x40 Zentimetern. Die Polizei leitete Ermittlungen ein, die Schadenshöhe kann noch nicht genau beziffert werden.",https://polizei.brandenburg.de/pressemeldung/auflieger-beschmiert/1439210,brandenburg_police_results.csv,True,['hakenkreuz'],23.04.2019,[],[],[],[],['hakenkreuzen']
Aus dem Fenster gebrüllt,29.10.2019,"Neuruppin, Ostprignitz-Ruppin","Ein 63-jähriger Neuruppiner sah gestern gegen 19.40 Uhr vor einem Wohnhaus in der Ernst-Toller-Straße eine Gruppe von etwa fünf Jugendlichen und jungen Erwachsenen vorbeilaufen, darunter vier Syrer. Daraufhin rief der Mann aus dem Fenster fremdenfeindliche und beleidigende Worte herunter und warf offenbar einen Blitzknaller. Verletzt wurde niemand. Polizeibeamte suchten den alkoholisierten 65-Jährigen in der Wohnung auf. Er räumte die Tat ein, gab aber auch an, dass die Gruppe zuerst gebrüllt hätte. Wegen versuchter gefährlicher Körperverletzung und Beleidigung wurde eine Strafanzeige aufgenommen.",https://polizei.brandenburg.de/pressemeldung/aus-dem-fenster-gebruellt-/1689935,brandenburg_police_results.csv,True,['fremdenfeind'],29.10.2019,['19.40'],"['63', '65']",['mann'],"['beleidigung', 'körperverletzung']",['fremdenfeindliche']
